Transaction_ID,Region,Country,Product_Line,Revenue,Marketing_Expense ,Profit,Quarter,Date,Channel,Age,,,,,
826120,Europe,China,iPad,4901153,81296,30%,Q3,27-09-2021,Apple Store,32,,,,,
886771,Africa,France,MacBook,7566635,379245,40%,Q2,25-12-2021,Apple Store,49,,,,,
587834,Europe,Japan,Services,6107191,348051,30%,Q3,11-04-2021,Retail Partner,33,,,,,
984040,Oceania,Canada,Services,9644110,67343,35%,Q4,20-02-2024,E-Commerce,27,,,,,
403351,Africa,UK,Wearables,6666030,316293,30%,Q2,16-07-2020,Apple Store,39,,,,,
122636,Africa,Germany,Wearables,3142131,211619,30%,Q2,21-09-2024,Apple Store,43,,,,,
716584,North America,China,iPad,2427625,90776,30%,Q3,27-09-2024,E-Commerce,29,,,,,
817439,Oceania,Germany,MacBook,6742818,92153,30%,Q4,15-01-2024,Online,35,,,,,
929503,Europe,China,iPhone,2579255,347713,25%,Q4,06-10-2023,Online,26,,,,,
599434,Asia,Australia,Services,2289895,238347,30%,Q1,08-12-2021,E-Commerce,25,,,,,
582050,Oceania,Japan,iPhone,6222703,70199,40%,Q2,26-12-2023,Online,32,,,,,
367911,Asia,India,iPhone,8423341,393518,35%,Q1,24-12-2021,Offline,26,,,,,
599462,Africa,Canada,Services,5115643,258314,20%,Q1,31-05-2020,Apple Store,45,,,,,
265377,Africa,UK,Services,8594884,303325,25%,Q2,10-04-2024,Retail Partner,35,,,,,
230377,Africa,Japan,Services,198694,336690,30%,Q4,28-03-2020,E-Commerce,25,,,,,
436510,Oceania,USA,iPhone,2211540,276979,40%,Q1,11-12-2021,Apple Store,22,,,,,
290310,North America,UK,iPad,415465,86564,35%,Q2,27-07-2020,E-Commerce,33,,,,,
522144,Asia,India,iPad,1964203,432633,35%,Q3,03-11-2020,Apple Store,43,,,,,
210541,North America,UK,Services,1865582,198044,35%,Q4,09-01-2022,Apple Store,34,,,,,
578215,North America,France,iPhone,7190816,392745,25%,Q1,06-02-2020,Retail Partner,28,,,,,
155391,Africa,Japan,MacBook,1200475,418063,30%,Q1,02-12-2020,Retail Partner,26,,,,,
597193,Africa,Japan,MacBook,5800058,332079,20%,Q3,12-02-2021,Offline,31,,,,,
228343,Asia,USA,Wearables,2317957,374277,20%,Q4,06-09-2020,Retail Partner,20,,,,,
409344,Asia,Canada,MacBook,5363340,23581,20%,Q1,01-07-2023,Apple Store,21,,,,,
937894,Europe,India,Services,1678898,290369,40%,Q4,05-04-2021,Retail Partner,47,,,,,
214626,Asia,Japan,iPhone,2717214,429296,40%,Q2,26-11-2022,E-Commerce,26,,,,,
869101,North America,Germany,iPhone,6992979,105591,35%,Q1,19-04-2022,E-Commerce,27,,,,,
800024,Asia,China,MacBook,7686426,327836,20%,Q1,16-04-2023,Retail Partner,26,,,,,
243261,Europe,Canada,MacBook,6726458,420965,30%,Q4,29-04-2020,Apple Store,32,,,,,
520802,Europe,USA,iPad,1624181,484977,40%,Q3,27-12-2023,Retail Partner,30,,,,,
995634,North America,UK,iPhone,5183301,389434,40%,Q2,07-09-2023,Apple Store,23,,,,,
243184,North America,Germany,iPad,7526326,327408,40%,Q2,08-07-2023,Retail Partner,27,,,,,
303587,Africa,Japan,iPhone,4981818,230085,20%,Q4,18-09-2023,Apple Store,26,,,,,
738870,South America,Japan,MacBook,3942080,58299,25%,Q4,14-05-2022,Online,34,,,,,
350765,North America,India,iPad,4139502,314983,40%,Q4,25-04-2021,Apple Store,32,,,,,
656109,North America,Germany,MacBook,7688454,127365,35%,Q4,26-07-2021,Retail Partner,33,,,,,
357389,North America,China,iPhone,7857733,385379,30%,Q3,07-09-2023,Apple Store,34,,,,,
412117,Oceania,Germany,iPhone,1715375,186740,30%,Q1,24-11-2022,E-Commerce,29,,,,,
262113,North America,India,iPhone,9630946,73937,30%,Q2,25-08-2022,Retail Partner,25,,,,,
937215,Africa,Brazil,iPhone,5163807,338178,20%,Q4,20-07-2022,Online,30,,,,,
107319,Africa,Australia,Services,7919328,295388,40%,Q2,25-09-2024,Retail Partner,31,,,,,
221133,Asia,Australia,iPhone,1138087,223797,20%,Q2,15-12-2021,Online,23,,,,,
757713,Oceania,Japan,Wearables,2948960,272857,35%,Q1,25-05-2021,Online,18,,,,,
706763,Oceania,India,Wearables,534307,403204,40%,Q2,06-03-2024,Online,32,,,,,
445634,Africa,UK,MacBook,3254295,36395,30%,Q3,30-12-2020,Retail Partner,44,,,,,
311118,Asia,Germany,iPad,7411176,238166,40%,Q3,10-11-2023,E-Commerce,25,,,,,
482882,North America,France,iPad,789259,241782,20%,Q2,11-10-2020,Online,26,,,,,
460368,Europe,Canada,Services,5164663,123055,25%,Q1,01-06-2023,Retail Partner,31,,,,,
130936,North America,Brazil,Services,99623,413058,25%,Q3,11-02-2024,E-Commerce,30,,,,,
672167,North America,Canada,iPhone,7740274,66174,30%,Q4,02-11-2024,Apple Store,29,,,,,
654038,South America,Japan,MacBook,5451332,381039,30%,Q1,28-07-2023,Apple Store,42,,,,,
504881,Oceania,Japan,Wearables,7084317,323121,40%,Q3,07-06-2021,Online,35,,,,,
996612,South America,USA,MacBook,4166837,375093,30%,Q4,27-12-2022,Retail Partner,23,,,,,
860400,North America,France,iPhone,1746789,254856,20%,Q2,26-09-2020,Apple Store,27,,,,,
199883,Africa,Japan,iPhone,6592282,493821,20%,Q2,21-10-2024,E-Commerce,30,,,,,
278700,Europe,Australia,Wearables,1722102,6926,20%,Q2,08-04-2020,Retail Partner,22,,,,,
929351,Africa,Japan,iPhone,8430225,58898,40%,Q4,20-02-2024,Online,18,,,,,
420852,Asia,France,Wearables,9139005,123236,30%,Q1,07-12-2024,Apple Store,38,,,,,
988191,Europe,France,iPad,6889019,297442,30%,Q1,08-09-2022,Apple Store,41,,,,,
773157,North America,UK,Services,9067361,161475,20%,Q4,02-01-2024,Offline,32,,,,,
452613,Europe,China,iPhone,2758436,258363,40%,Q1,04-10-2020,Apple Store,31,,,,,
119624,Oceania,Brazil,iPhone,5925920,256386,30%,Q3,16-10-2020,E-Commerce,25,,,,,
658855,Africa,China,MacBook,5079415,46778,40%,Q1,22-02-2023,Online,30,,,,,
709075,Asia,Japan,Wearables,3188488,343515,35%,Q3,03-04-2024,Offline,36,,,,,
428048,North America,Germany,Wearables,7511159,115713,20%,Q1,29-01-2024,Offline,42,,,,,
816502,Asia,France,Services,888466,348288,20%,Q2,06-03-2024,Online,29,,,,,
384840,North America,India,MacBook,1607642,258272,30%,Q4,01-01-2023,E-Commerce,33,,,,,
885321,North America,China,Services,3022216,91506,40%,Q3,20-05-2021,Online,29,,,,,
425661,South America,Canada,Wearables,3096898,304593,30%,Q1,24-12-2020,Offline,43,,,,,
193866,Asia,Germany,Services,4990272,245855,35%,Q4,18-12-2024,Retail Partner,35,,,,,
705303,South America,USA,Services,7833962,255094,20%,Q1,08-12-2024,E-Commerce,27,,,,,
432346,North America,Australia,Services,2731952,92436,25%,Q1,14-10-2024,Offline,42,,,,,
748705,North America,UK,Wearables,3755493,194516,40%,Q4,04-01-2022,E-Commerce,35,,,,,
915073,North America,China,MacBook,3356955,10855,20%,Q3,19-08-2021,Apple Store,22,,,,,
100527,Oceania,Brazil,Wearables,580209,315020,25%,Q3,24-12-2023,Retail Partner,45,,,,,
125490,Oceania,China,iPad,800202,298785,40%,Q3,17-12-2020,Apple Store,30,,,,,
323819,North America,Canada,iPad,747076,254829,20%,Q2,30-06-2020,Offline,42,,,,,
729559,Oceania,Australia,Wearables,3463336,206976,30%,Q3,14-08-2020,E-Commerce,26,,,,,
718583,Africa,Brazil,iPhone,2374979,189800,30%,Q4,14-12-2020,Apple Store,21,,,,,
255533,North America,Australia,Services,283871,209888,40%,Q2,26-02-2022,Retail Partner,33,,,,,
343935,North America,UK,iPad,6660775,92448,40%,Q4,04-01-2021,Retail Partner,43,,,,,
438438,Europe,China,iPad,400197,239701,35%,Q1,28-03-2020,Online,28,,,,,
353647,North America,Germany,Services,4036721,366046,40%,Q3,11-11-2023,Online,33,,,,,
269389,Asia,Japan,iPad,4808488,289886,30%,Q1,05-11-2022,Retail Partner,34,,,,,
873804,North America,USA,MacBook,9874271,381578,20%,Q4,03-03-2021,Offline,31,,,,,
275677,North America,Germany,iPad,8000160,467903,40%,Q1,17-04-2022,Offline,40,,,,,
568737,Europe,China,Services,4481393,105671,40%,Q1,20-06-2020,Apple Store,25,,,,,
435062,Asia,Germany,Wearables,3813679,109717,25%,Q3,06-05-2022,Offline,45,,,,,
707582,Asia,Brazil,MacBook,4332139,478993,35%,Q2,14-02-2022,E-Commerce,33,,,,,
403873,Europe,UK,Wearables,9207266,43775,35%,Q1,27-06-2022,Online,22,,,,,
844494,North America,Brazil,iPhone,2586221,454615,40%,Q2,06-03-2020,Online,26,,,,,
669983,North America,Japan,MacBook,3881297,11328,35%,Q3,24-12-2021,Retail Partner,29,,,,,
968891,Oceania,USA,Services,2129790,11215,30%,Q1,15-10-2022,Online,29,,,,,
295281,North America,Australia,Services,718692,150055,40%,Q4,26-01-2022,Retail Partner,37,,,,,
551549,North America,UK,iPad,2547659,384781,40%,Q2,06-01-2023,E-Commerce,35,,,,,
793043,Asia,Brazil,iPad,9804370,296693,40%,Q1,11-05-2024,Offline,31,,,,,
307495,South America,UK,Wearables,8144419,174456,30%,Q2,26-09-2020,E-Commerce,24,,,,,
742228,North America,India,iPhone,8917623,463131,20%,Q4,05-12-2023,Offline,24,,,,,
246758,Asia,France,MacBook,4364691,21105,20%,Q2,27-05-2021,Retail Partner,47,,,,,
460909,North America,India,Services,283552,247030,20%,Q1,11-11-2022,Apple Store,30,,,,,
363589,Europe,Brazil,iPad,4379481,341699,30%,Q4,08-05-2022,Offline,43,,,,,
248171,Oceania,USA,MacBook,4112183,467361,40%,Q1,03-05-2020,Retail Partner,30,,,,,
207146,Oceania,China,iPad,1430706,484589,40%,Q1,10-02-2021,Offline,30,,,,,
663033,Africa,UK,Wearables,4881323,102615,30%,Q2,01-01-2025,Online,25,,,,,
917346,Africa,Australia,Wearables,1856541,228316,30%,Q3,03-11-2021,Offline,39,,,,,
302033,Oceania,Brazil,Wearables,2225726,355134,25%,Q1,18-03-2022,E-Commerce,33,,,,,
381185,Oceania,Canada,MacBook,4544035,153912,30%,Q2,12-05-2022,Offline,39,,,,,
149557,South America,Japan,Wearables,4513820,485662,30%,Q2,22-02-2022,E-Commerce,20,,,,,
290138,North America,India,iPhone,2950108,268615,30%,Q4,14-11-2021,E-Commerce,33,,,,,
956960,Oceania,Canada,iPad,7038669,412272,25%,Q1,30-01-2020,Apple Store,28,,,,,
261647,Africa,Australia,iPhone,4005021,115442,35%,Q3,20-02-2021,Retail Partner,24,,,,,
799534,Europe,Australia,iPad,4200567,439376,40%,Q3,14-05-2022,Online,29,,,,,
404331,Asia,India,MacBook,6032233,20861,25%,Q4,24-07-2021,Offline,20,,,,,
745310,Oceania,Australia,Wearables,9776442,397484,30%,Q3,22-10-2022,Online,32,,,,,
697189,Africa,UK,Services,7104002,367754,35%,Q2,26-05-2023,Apple Store,31,,,,,
846534,North America,France,iPhone,7826830,487907,30%,Q3,01-11-2021,Online,29,,,,,
738862,Oceania,Germany,Wearables,9493847,291889,20%,Q4,23-04-2021,Offline,25,,,,,
587212,South America,Canada,iPad,5983871,494399,40%,Q1,24-02-2021,Retail Partner,36,,,,,
581903,Asia,USA,iPhone,8068354,28921,35%,Q1,31-05-2021,Online,33,,,,,
620554,Africa,Canada,MacBook,3238124,132232,20%,Q4,20-12-2020,Offline,32,,,,,
957732,Asia,Germany,iPhone,3136845,288846,30%,Q3,23-02-2024,Offline,28,,,,,
139164,Africa,Brazil,iPhone,6746253,144910,20%,Q4,31-01-2023,Retail Partner,31,,,,,
527366,North America,UK,MacBook,5900496,320773,30%,Q3,08-11-2023,Online,26,,,,,
103892,Africa,Germany,iPhone,592034,188704,30%,Q3,08-10-2023,Apple Store,25,,,,,
950673,North America,Brazil,Wearables,9592293,21930,40%,Q4,20-06-2024,Offline,30,,,,,
796515,Asia,Japan,Wearables,6218087,423865,20%,Q2,12-09-2021,Retail Partner,33,,,,,
829810,Africa,Germany,MacBook,6568601,253028,40%,Q4,28-11-2021,Offline,24,,,,,
884742,Oceania,Germany,Wearables,2207907,371853,20%,Q3,08-05-2024,Retail Partner,40,,,,,
778134,South America,Brazil,iPhone,7827987,428075,25%,Q4,02-11-2023,Offline,21,,,,,
613748,Oceania,Japan,MacBook,9170009,44519,25%,Q2,03-02-2022,Apple Store,30,,,,,
169732,North America,UK,iPhone,6566589,227761,30%,Q4,03-03-2020,Apple Store,31,,,,,
164915,North America,France,iPad,5364922,102658,40%,Q3,12-08-2023,E-Commerce,33,,,,,
268331,North America,Canada,MacBook,8301040,420235,30%,Q1,08-10-2024,Offline,38,,,,,
493440,North America,Japan,Services,3798577,352083,20%,Q2,04-03-2020,Retail Partner,30,,,,,
948926,North America,Brazil,iPhone,1686878,295197,25%,Q2,21-04-2023,Offline,28,,,,,
904280,North America,Canada,MacBook,6467508,276226,30%,Q1,31-03-2021,Retail Partner,23,,,,,
665194,North America,France,Wearables,7033688,461633,20%,Q4,18-01-2022,E-Commerce,35,,,,,
552639,North America,Canada,iPad,7440973,176413,35%,Q1,19-07-2024,E-Commerce,32,,,,,
720026,Asia,Australia,Wearables,8738065,29496,30%,Q2,09-07-2024,E-Commerce,31,,,,,
814879,Africa,India,iPhone,4580067,431919,20%,Q4,02-06-2024,Online,23,,,,,
714111,South America,India,Services,4924113,125345,40%,Q3,19-02-2020,Offline,47,,,,,
829034,South America,Australia,iPhone,6942213,267449,20%,Q2,06-05-2022,Apple Store,34,,,,,
702952,Europe,Australia,Services,4306983,356858,40%,Q4,01-05-2023,Apple Store,48,,,,,
745304,North America,Australia,MacBook,1131361,340961,30%,Q3,05-06-2021,Apple Store,49,,,,,
679046,Africa,India,Services,8991701,199696,30%,Q2,24-10-2020,Retail Partner,27,,,,,
408637,North America,Japan,Wearables,4148132,35545,40%,Q3,30-03-2022,Offline,18,,,,,
556125,North America,Brazil,Services,1421693,48293,25%,Q4,05-05-2021,Retail Partner,25,,,,,
983621,Europe,Canada,Services,6478285,341397,40%,Q4,26-02-2022,Retail Partner,48,,,,,
526171,North America,Germany,MacBook,5091573,108540,30%,Q3,04-09-2021,Online,32,,,,,
822481,South America,China,MacBook,8756423,276530,40%,Q3,03-03-2024,Retail Partner,28,,,,,
191511,South America,Germany,Wearables,470573,307761,25%,Q1,18-08-2024,Apple Store,26,,,,,
464523,South America,USA,MacBook,7037981,431348,25%,Q4,19-07-2021,Apple Store,32,,,,,
482630,North America,India,Wearables,9905366,33606,20%,Q3,14-12-2020,Online,20,,,,,
666608,Europe,India,iPhone,7353226,247726,20%,Q3,11-08-2024,Apple Store,24,,,,,
489271,Africa,France,iPad,567682,169216,30%,Q3,23-10-2021,Online,29,,,,,
656798,Europe,USA,Services,7047914,131434,40%,Q4,27-08-2023,E-Commerce,31,,,,,
829096,Europe,USA,Services,3129603,154480,30%,Q4,03-08-2024,Online,25,,,,,
245546,Africa,India,iPad,6813917,387579,35%,Q4,18-03-2023,Offline,32,,,,,
873243,North America,Canada,iPhone,2386684,328161,40%,Q1,30-12-2023,Apple Store,31,,,,,
512160,Asia,Japan,MacBook,3081797,315028,35%,Q2,08-07-2024,E-Commerce,30,,,,,
758831,Europe,Australia,iPhone,7261200,422406,20%,Q4,18-01-2021,E-Commerce,28,,,,,
869482,North America,Japan,MacBook,9324937,478797,35%,Q4,21-01-2024,E-Commerce,24,,,,,
609325,North America,UK,iPhone,6674162,83106,20%,Q1,07-04-2023,E-Commerce,19,,,,,
507609,Africa,China,MacBook,2797633,124087,40%,Q4,11-03-2022,Offline,35,,,,,
364687,North America,UK,iPad,3534045,149733,40%,Q3,27-02-2024,E-Commerce,30,,,,,
966523,Europe,Australia,Services,9825454,415418,25%,Q1,28-04-2023,Offline,42,,,,,
120332,Europe,France,iPad,4924125,120182,30%,Q4,02-08-2020,Apple Store,44,,,,,
406512,South America,Australia,Services,9712081,469130,30%,Q4,23-04-2023,Apple Store,42,,,,,
373647,Oceania,China,iPhone,3431519,258451,30%,Q2,06-12-2023,Online,25,,,,,
441037,Africa,France,Wearables,5535647,46678,30%,Q4,19-02-2021,Retail Partner,40,,,,,
180459,Europe,Brazil,iPad,9540025,89929,40%,Q3,31-12-2021,Apple Store,29,,,,,
770572,Europe,Brazil,Wearables,1114705,73899,40%,Q2,17-03-2023,Online,19,,,,,
672662,Africa,India,Services,1135223,143023,20%,Q2,15-07-2021,Offline,47,,,,,
490963,Europe,France,iPad,6332807,72090,20%,Q3,19-11-2024,Online,34,,,,,
923700,South America,France,Wearables,8824980,174234,20%,Q2,14-04-2020,Offline,30,,,,,
713550,North America,France,iPad,951980,431397,30%,Q2,24-01-2023,Offline,45,,,,,
498458,North America,Australia,Wearables,6575465,93011,40%,Q1,06-06-2021,Offline,33,,,,,
626222,North America,Germany,MacBook,1372640,209160,30%,Q2,01-12-2025,Retail Partner,36,,,,,
193732,South America,Australia,iPhone,3929211,375980,40%,Q3,22-02-2022,Apple Store,32,,,,,
923577,Oceania,Australia,MacBook,6590389,254955,25%,Q3,24-11-2021,Apple Store,35,,,,,
778204,Africa,India,Wearables,2250561,392184,20%,Q2,23-05-2022,Offline,27,,,,,
898303,South America,France,Wearables,684091,165060,40%,Q1,13-12-2020,Online,27,,,,,
698073,South America,Canada,Services,1384737,6233,40%,Q1,20-02-2021,Retail Partner,36,,,,,
779143,Oceania,Germany,Wearables,3075236,178728,40%,Q4,03-09-2023,Offline,28,,,,,
442445,Europe,India,iPhone,2232397,433541,20%,Q4,09-04-2023,Apple Store,22,,,,,
482427,North America,Brazil,iPhone,5937111,34590,25%,Q2,22-08-2023,Offline,18,,,,,
181756,Europe,Japan,Wearables,5743438,389776,20%,Q4,27-08-2020,Offline,42,,,,,
817254,Africa,France,Wearables,8353374,398873,20%,Q2,23-01-2022,Offline,35,,,,,
299260,Africa,Brazil,Wearables,8870359,198787,25%,Q1,14-12-2021,Offline,45,,,,,
914174,Oceania,Canada,Services,2774339,386776,35%,Q1,29-06-2023,Retail Partner,35,,,,,
481872,South America,UK,iPad,5444130,354531,40%,Q4,05-06-2021,Online,30,,,,,
875231,North America,UK,MacBook,9804442,185697,20%,Q3,18-09-2023,Online,33,,,,,
206029,Africa,Germany,iPhone,8094317,47063,35%,Q4,25-01-2023,Retail Partner,24,,,,,
301334,Europe,France,iPhone,6131947,487830,30%,Q4,01-10-2024,Online,28,,,,,
172768,North America,China,Wearables,9778872,334774,20%,Q2,05-10-2021,Retail Partner,30,,,,,
635705,Oceania,China,Services,3157941,366233,40%,Q3,08-02-2020,Apple Store,42,,,,,
676311,North America,Australia,iPhone,6404093,382397,25%,Q2,20-01-2024,Retail Partner,21,,,,,
195136,Africa,China,Services,4090662,161755,30%,Q4,24-06-2020,Apple Store,49,,,,,
501178,North America,Japan,Wearables,6766958,12174,30%,Q3,21-11-2023,Offline,38,,,,,
848665,North America,Australia,iPhone,8801504,263390,40%,Q3,06-01-2021,Online,30,,,,,
920915,Asia,USA,Services,3926612,148658,20%,Q1,15-12-2021,E-Commerce,25,,,,,
144043,South America,Japan,Services,2412302,64285,25%,Q1,12-08-2021,Offline,38,,,,,
322964,North America,China,Services,105699,2646,30%,Q1,14-03-2023,Online,33,,,,,
862794,Europe,China,Wearables,1948422,434050,20%,Q3,26-12-2020,E-Commerce,24,,,,,
794990,South America,France,iPad,1053167,307274,20%,Q4,20-04-2022,Online,32,,,,,
399129,Europe,China,iPhone,5993893,68265,25%,Q4,05-05-2023,E-Commerce,27,,,,,
762618,Oceania,Canada,iPad,1389388,422549,30%,Q1,16-11-2024,Apple Store,33,,,,,
283607,Europe,USA,iPhone,8232819,230412,20%,Q3,05-06-2022,E-Commerce,22,,,,,
166785,Africa,Germany,Wearables,4354577,215729,30%,Q1,01-06-2023,Offline,37,,,,,
879724,South America,France,iPad,9885928,160079,25%,Q3,28-02-2021,Online,30,,,,,
271807,Africa,India,MacBook,5386528,252485,30%,Q3,26-10-2020,Online,26,,,,,
269676,Asia,Germany,iPad,4147949,230423,40%,Q3,06-06-2024,Offline,32,,,,,
975001,Oceania,Brazil,iPad,3830523,335137,40%,Q4,15-01-2025,Retail Partner,35,,,,,
964370,Africa,Brazil,Wearables,7481943,380633,20%,Q2,26-03-2021,Online,23,,,,,
417938,South America,Brazil,Services,3384869,120189,40%,Q1,27-02-2020,E-Commerce,30,,,,,
533427,Africa,Canada,MacBook,6711871,215134,20%,Q4,30-06-2022,E-Commerce,28,,,,,
445400,North America,Canada,Services,9551781,393027,35%,Q2,28-04-2024,Online,29,,,,,
105426,Oceania,Canada,Services,6717514,118703,20%,Q1,21-07-2024,Offline,37,,,,,
307837,South America,China,Services,2744292,103162,40%,Q4,11-10-2023,Apple Store,30,,,,,
115175,Africa,UK,MacBook,3096087,175193,30%,Q2,27-11-2024,Apple Store,36,,,,,
352991,North America,Brazil,Wearables,8866540,11030,40%,Q4,15-11-2024,Online,33,,,,,
205916,Oceania,UK,iPhone,2904379,396551,30%,Q4,02-09-2021,E-Commerce,18,,,,,
894184,North America,China,Services,8181484,494721,30%,Q3,20-12-2022,Apple Store,28,,,,,
303145,Oceania,USA,iPad,9148663,37021,40%,Q2,03-02-2020,Apple Store,29,,,,,
906402,South America,India,iPad,8815036,12214,20%,Q1,12-12-2023,Apple Store,26,,,,,
203545,North America,USA,iPhone,7441401,58583,40%,Q3,16-03-2024,E-Commerce,34,,,,,
685034,South America,France,Wearables,3666743,494383,30%,Q3,30-07-2020,E-Commerce,23,,,,,
502302,North America,UK,MacBook,3218480,94643,30%,Q2,12-06-2021,E-Commerce,25,,,,,
711480,Asia,India,Services,8382861,194269,35%,Q2,21-11-2022,Apple Store,39,,,,,
273675,Asia,UK,iPad,1408477,21793,25%,Q4,17-10-2021,Online,29,,,,,
924111,Asia,Germany,MacBook,3779197,350137,35%,Q4,19-09-2024,Offline,26,,,,,
914942,Europe,UK,MacBook,807841,47706,30%,Q1,11-09-2024,E-Commerce,35,,,,,
739850,Europe,Germany,iPad,2392946,345365,35%,Q2,26-05-2024,Apple Store,27,,,,,
297420,Europe,China,Services,5418608,390634,40%,Q4,19-09-2024,Retail Partner,45,,,,,
547409,North America,Australia,iPad,5185104,349131,35%,Q4,07-06-2021,E-Commerce,29,,,,,
291661,North America,Brazil,MacBook,1232219,46443,40%,Q1,14-08-2021,Offline,24,,,,,
154807,Oceania,Canada,iPad,6662444,162529,25%,Q4,07-03-2024,Retail Partner,30,,,,,
563260,Europe,USA,Services,5291341,112496,30%,Q3,01-03-2021,Apple Store,38,,,,,
123461,Asia,China,Services,4665214,384381,30%,Q2,06-08-2022,E-Commerce,30,,,,,
519528,South America,Japan,iPhone,9979328,57732,40%,Q3,24-12-2020,Apple Store,32,,,,,
935736,Asia,Japan,MacBook,1631332,149108,40%,Q2,12-06-2023,Offline,47,,,,,
989476,South America,Germany,iPad,6108454,161526,25%,Q3,21-08-2020,Apple Store,31,,,,,
178258,South America,Australia,Wearables,7185260,222821,30%,Q2,18-03-2022,Online,22,,,,,
798095,Africa,Brazil,Wearables,8317723,405042,20%,Q3,06-07-2022,Apple Store,38,,,,,
158673,Oceania,Brazil,MacBook,9037487,137748,25%,Q4,15-05-2021,Retail Partner,21,,,,,
994565,Africa,Canada,Services,1845101,262111,30%,Q4,12-09-2022,E-Commerce,26,,,,,
433709,Europe,Australia,Wearables,8562545,409174,20%,Q4,12-05-2020,E-Commerce,19,,,,,
232304,Oceania,USA,iPhone,7680038,257724,20%,Q3,06-10-2022,Retail Partner,28,,,,,
105222,Europe,India,iPad,8405239,93161,40%,Q1,13-06-2024,E-Commerce,28,,,,,
531929,Oceania,UK,Services,4453046,422894,30%,Q4,26-08-2020,Offline,27,,,,,
182732,Europe,Australia,iPhone,2067357,72556,30%,Q4,26-07-2020,Retail Partner,24,,,,,
705155,Europe,Brazil,iPhone,5056598,310329,25%,Q2,23-07-2021,Retail Partner,18,,,,,
739686,Africa,India,iPad,6114002,46279,25%,Q2,26-12-2022,Offline,39,,,,,
879649,Oceania,UK,Wearables,4823186,95068,25%,Q3,23-12-2023,E-Commerce,22,,,,,
976799,North America,Brazil,iPad,8043393,214723,40%,Q1,15-06-2024,Apple Store,26,,,,,
731944,Africa,France,iPhone,2834628,255997,40%,Q1,27-10-2024,Retail Partner,33,,,,,
385995,Asia,UK,Services,4140253,41448,25%,Q2,25-08-2022,Online,28,,,,,
726899,Europe,UK,iPad,7695351,218827,40%,Q4,23-09-2023,Apple Store,39,,,,,
121390,Europe,UK,Services,7971568,82953,40%,Q2,30-10-2024,E-Commerce,33,,,,,
557000,Europe,France,MacBook,7040103,48537,35%,Q2,09-01-2022,Offline,48,,,,,
570392,Europe,Canada,Wearables,2319568,25856,20%,Q1,15-07-2024,Apple Store,37,,,,,
859628,North America,India,iPhone,168716,329757,30%,Q2,27-03-2023,Offline,25,,,,,
128113,Africa,China,Services,243994,183485,40%,Q4,28-07-2023,Online,26,,,,,
547703,North America,Australia,Services,8709204,437174,30%,Q3,01-10-2020,Retail Partner,29,,,,,
469574,Asia,Australia,Services,382419,276433,20%,Q3,05-07-2023,E-Commerce,34,,,,,
820125,Asia,Japan,MacBook,9762671,431917,20%,Q3,26-06-2021,E-Commerce,20,,,,,
485316,Europe,Germany,Wearables,5761348,399367,25%,Q2,21-05-2023,E-Commerce,24,,,,,
391420,Europe,UK,iPhone,8112665,121265,30%,Q2,14-07-2020,Retail Partner,29,,,,,
346429,Oceania,France,iPad,7844460,102218,20%,Q1,25-03-2024,Online,35,,,,,
747865,Africa,Germany,iPhone,3030291,157830,30%,Q3,09-12-2024,Offline,25,,,,,
661855,South America,Japan,iPhone,704208,56581,20%,Q3,12-08-2020,Apple Store,29,,,,,
426976,Asia,France,Wearables,9275750,82028,25%,Q3,10-11-2022,E-Commerce,18,,,,,
153302,Europe,USA,iPad,3314041,7267,35%,Q4,04-10-2021,E-Commerce,30,,,,,
855217,Africa,Australia,iPad,6649753,184681,40%,Q3,10-08-2023,Retail Partner,26,,,,,
210665,Oceania,Germany,Wearables,3014580,469131,40%,Q1,23-06-2022,Retail Partner,34,,,,,
155684,Asia,USA,Services,9137705,74464,30%,Q3,17-08-2022,E-Commerce,27,,,,,
173904,North America,Canada,iPhone,3594535,11605,40%,Q1,21-05-2023,Apple Store,23,,,,,
360033,Europe,Germany,iPhone,2000963,421983,25%,Q3,01-05-2025,Offline,23,,,,,
525270,South America,Germany,iPad,6844907,191896,40%,Q1,04-11-2021,Offline,31,,,,,
149845,North America,China,iPad,4546245,465659,30%,Q2,18-01-2023,Retail Partner,41,,,,,
322991,North America,Australia,iPad,2729460,317364,30%,Q2,19-09-2023,Offline,31,,,,,
306804,North America,India,Wearables,7180869,85464,40%,Q3,11-10-2024,Retail Partner,32,,,,,
933402,South America,Japan,Services,9610861,413439,20%,Q2,17-01-2025,Apple Store,40,,,,,
170299,Asia,China,Services,9520615,219434,20%,Q1,09-02-2024,Offline,36,,,,,
944262,North America,China,iPhone,87542,368306,20%,Q4,26-09-2021,Online,32,,,,,
330506,Oceania,China,Wearables,2422220,253139,30%,Q3,15-11-2024,E-Commerce,34,,,,,
141754,Oceania,Canada,iPhone,4125396,457213,35%,Q2,26-07-2022,Offline,19,,,,,
243631,North America,USA,Services,7403547,45001,35%,Q2,11-07-2023,E-Commerce,30,,,,,
649111,Asia,Germany,Wearables,7829068,55649,30%,Q3,07-05-2021,Offline,18,,,,,
537269,Europe,Australia,Services,5353069,126119,40%,Q3,09-09-2023,Offline,37,,,,,
546195,North America,China,Services,8633920,346280,30%,Q2,28-06-2021,Offline,35,,,,,
